name,agent_utterance,label,dialogue_act
1902F4011_054, そうなんですね。,3.6,oa
1902F4011_055, ありがとうございます。,3.8,oa
1902F4011_056, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,3.2,qy
1902F4011_057, はい、そうです。,3.8,oa
1902F4011_058, 具体的になんのために利用していますか？,4.0,qw
1902F4011_059, なるほど、そういうふうに利用されているのですね。,4.0,oa
1902F4011_060, おすすめの便利なきのうとかはありますか？,4.4,qy
1902F4011_061, なるほど、勉強になります・・,3.8,oa
1902F4011_062, ショッピングで「アマゾン」などはよく利用しますか？,3.8,qy
1902F4011_063, 具体的にどういったものを買いますか？,4.4,qw
1902F4011_064, なるほど。,4.0,oa
1902F4011_065, そうですか，いいものが見つかるといいですね．,3.6,oa
1902F4011_066, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4011_067, それでは「旅行」について話しましょう,4.0,op
1902F4011_068, さいきん旅行には行きましたか？,2.8,qy
1902F4011_069, 今までいった「旅行」で特におすすめの場所はありますか？,5.2,qy
1902F4011_070, 「温泉」などリフレッシュするためにいきますか？,4.4,qy
1902F4011_071, なるほど、それはリラックスできますね。,4.8,oa
1902F4011_072, その旅先で何が一番楽しかったですか？,5.4,qw
1902F4011_073, なるほど、それは面白そうですね。,5.2,pa
1902F4011_074, その旅先で美味しい食べ物はたべましたか・・,5.4,qy
1902F4011_075, それは、美味しそうですね。,4.6,pa
1902F4011_076, なるほど、そうなんですね。,4.0,oa
1902F4011_077, 貴重な体験談をありがとうございました。,4.0,oa
1902F4011_078, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,2.2,qw
1902F4011_079, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.2,qw
1902F4011_080, なるほど、ありがとうございました。,4.2,oa
1902F6001_001, これから本番の収録を開始します。,4.0,oa
1902F6001_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.6,oa
1902F6001_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,5.0,qy
1902F6001_004, 時間はどのくらいかかりましたか？,5.0,qw
1902F6001_005, ここに来るまで迷いませんでしたか・・,5.0,qy
1902F6001_006, なるほど、そうなんですね。,4.0,oa
1902F6001_007, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,3.8,oa
1902F6001_008, きょうは来ていただいてありがとうございます！,4.8,oa
1902F6001_009, それでは「食べ物」について話しましょう！,4.0,op
1902F6001_010, 甘いものと、からいものどちらがお好きですか？,5.4,qw
1902F6001_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.8,qw
1902F6001_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,3.8,qy
1902F6001_013, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,5.6,io
1902F6001_014, なるほど、そうなんですね。,4.2,oa
1902F6001_015, もう少し詳しく教えていただいていいですか。,5.2,qw
1902F6001_016, なるほど、勉強になります・・,4.0,oa
1902F6001_017, からい食べものとはどんな食べものが好きですか？,5.2,qw
1902F6001_018, 具体的にどういう味か、教えてください。,3.8,qw
1902F6001_019, それは「最近」食べられたんですか？,5.2,qy
1902F6001_020, なるほど、それは美味しそうですね・・,4.0,pa
1902F6001_021, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,5.8,qy
1902F6001_022, どこで食べられたんですか・・,5.2,qw
1902F6001_023, そうですか、とても美味しそうですね・・,3.8,pa
1902F6001_024, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902F6001_025, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.2,qw
1902F6001_026, そとで過ごすときはスポーツをしたりしますか・・,5.6,qy
1902F6001_027, どんなスポーツをされましたか？,5.4,qw
1902F6001_028, 健康のため、とか、リフレッシュするため、とかですか？,5.6,qy
1902F6001_029, なるほど、健康的で、ステキですね・・,4.0,pa
1902F6001_030, そのほか健康のために、気をつけていることはありますか？,4.2,qy
1902F6001_031, ありがとうございます。参考にさせていただきます。,3.6,pa
1902F6001_032, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,5.2,qy
1902F6001_033, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,4.0,io
1902F6001_034, オリンピックは今までに見たことはありますか？,4.6,qy
1902F6001_035, いいですね。テレビ観戦も楽しそうですね！,5.2,pa
1902F6001_036, そうですか。そのスポーツはテレビで鑑賞はされますか・・,4.4,qy
1902F6001_037, なるほど。,4.0,oa
1902F6001_038, ありがとうございます。,4.0,oa
1902F6001_039, それでは少し「ドラマ」の話をしましょう！,4.0,op
1902F6001_040, さいきんドラマは見ましたか？,4.4,qy
1902F6001_041, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,5.2,qy
1902F6001_042, もう少し詳しく教えていただいていいですか。,5.0,qw
1902F6001_043, よく見るんですか！いいですね。今期おすすめのドラマはありますか,2.4,qy
1902F6001_044, なるほど、そうなんですね。,3.6,oa
1902F6001_045, それでは「旅行」について話しましょう,4.0,op
1902F6001_046, 旅行はどこに行ったことがありますか？,5.2,qw
1902F6001_047, 今までいった「旅行」で特におすすめの場所はありますか？,3.4,qy
1902F6001_048, 「温泉」などリフレッシュするためにいきますか？,5.6,qy
1902F6001_049, なるほど、それはリラックスできますね。,4.0,oa
1902F6001_050, すみません。なにか言いかけましたか？,4.6,qy
1902F6001_051, その旅先で美味しい食べ物はたべましたか・・,5.2,qy
1902F6001_052, 具体的には教えてもらえますか？,5.4,qw
1902F6001_053, その旅先で何が一番楽しかったですか？,5.2,qw
1902F6001_054, ほかには何か面白いことはありましたか？,2.8,qy
1902F6001_055, 貴重な体験談をありがとうございました。,4.2,oa
1902F6001_056, それでは少し「音楽」について話しましょう！,3.8,op
1902F6001_057, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.4,qw
1902F6001_058, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.2,qy
1902F6001_059, その歌手のどういうところが好きなんですか？,3.2,qw
1902F6001_060, そうですか、なかなかですね。,3.6,oa
1902F6001_061, カラオケは好きですか？,5.6,qy
1902F6001_062, カラオケで歌ったりするのですか？,5.2,qy
1902F6001_063, おすすめの曲はありますか？,4.0,qy
1902F6001_064, カラオケでよくなにをうたうのですか？,4.4,qw
1902F6001_065, とても楽しそうですね。,3.8,pa
1902F6001_066, 楽器を演奏するのですか？,3.0,qy
1902F6001_067, なるほど、そうなんですね。,3.6,oa
1902F6001_068, それでは少し「映画」について話しましょう,4.0,op
1902F6001_069, 最近見た映画はありますか？,3.2,qy
1902F6001_070, そうですか，では一度独自で調べてみますね！,3.6,oa
1902F6001_071, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,2.8,qy
1902F6001_072, そうなんですか．私も独自に調べてみますね．,3.8,oa
1902F6001_073, それでは少し「学校」について話しましょう！,4.0,op
1902F6001_074, 学生時代、たいへんだった体験はありますか？,3.0,qy
1902F6001_075, その時、どんなことをしたのですか？,3.2,qw
1902F6001_076, なるほど、そうなんですね。,3.8,oa
1902F6001_077, 今までの体験の中で、そのほか、楽しかったことはありますか？,3.6,qy
1902F6001_078, それは楽しい時間でしたね！,3.8,pa
1902F6001_079, 貴重な体験談をありがとうございました・・,3.8,oa
1902F6001_080, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,5.4,qw
1902F6001_081, ありがとうございます。,4.0,oa
1902F6001_082, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,2.4,qw
1902F6001_083, なるほど、ありがとうございました。,3.8,oa
1902F6001_084, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,3.2,qy
1902F6001_085, なるほど。,4.0,oa
1902F6001_086, ありがとうございました・・,4.0,oa
1902F6002_001, これから本番の収録を開始します。,4.4,oa
1902F6002_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,5.0,oa
1902F6002_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,5.2,qy
1902F6002_004, ここに来るまで迷いませんでしたか・・,4.8,qy
1902F6002_005, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,5.0,oa
1902F6002_006, きょうは来ていただいてありがとうございます！,5.2,oa
1902F6002_007, それでは「食べ物」について話しましょう！,4.6,op
1902F6002_008, 甘いものと、からいものどちらがお好きですか？,5.6,qw
1902F6002_009, からい食べものとはどんな食べものが好きですか？,5.6,qw
1902F6002_010, 具体的に教えてもらっていいですか？,5.8,qw
1902F6002_011, それは「最近」食べられたんですか？,6.0,qy
1902F6002_012, なるほど、それは美味しそうですね・・,5.2,pa
1902F6002_013, ありがとうございます。,4.2,oa
1902F6002_014, お友達とランチに行ったりしますか？,5.4,qy
1902F6002_015, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,5.4,oa
1902F6002_016, ありがとうございました・・,4.4,oa
1902F6002_017, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F6002_018, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.8,op
1902F6002_019, すみません，その質問にはお答えできかねます．,5.2,na
1902F6002_020, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,4.4,qw
1902F6002_021, それは大変ですよね。,4.4,oa
1902F6002_022, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,4.6,qy
1902F6002_023, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,3.8,qy
1902F6002_024, なるほど、そうなんですね。,4.2,oa
1902F6002_025, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.4,qw
1902F6002_026, そとで過ごすときはスポーツをしたりしますか・・,5.4,qy
1902F6002_027, 健康のため、とか、リフレッシュするため、とかですか？,6.0,qy
1902F6002_028, なるほど、健康的で、ステキですね・・,4.8,pa
1902F6002_029, そのほか健康のために、気をつけていることはありますか？,5.2,qy
1902F6002_030, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,5.6,oa
1902F6002_031, なるほど、面白そうですね！,4.2,pa
1902F6002_032, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.6,qy
1902F6002_033, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,5.2,io
1902F6002_034, 競技はなにをご覧になりますか？,5.2,qw
1902F6002_035, そうですか。テレビでの観戦はなされるんですか？,5.4,qy
1902F6002_036, いいですね。テレビ観戦も楽しそうですね！,5.0,pa
1902F6002_037, それでは少し「音楽」について話しましょう！,4.2,op
1902F6002_038, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,5.0,qw
1902F6002_039, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,5.8,qy
1902F6002_040, なるほど、よくご存じですね・・,4.2,oa
1902F6002_041, そのきょくのどういうところが好きなんですか？,5.6,qw
1902F6002_042, 素敵な趣味ですね。,5.4,pa
1902F6002_043, がっきは何を演奏するのですか。,5.6,qw
1902F6002_044, すごいですね。一度聞かせていただけるとうれしいです。,6.0,pa
1902F6002_045, なるほど。,4.0,oa
1902F6002_046, コンサートとかには行きますか？,4.4,qy
1902F6002_047, なまで演奏をきくと、迫力があって、感動するみたいですね！,5.0,oa
1902F6002_048, わたしも実際に、演奏をきいてみたいものです。,4.8,oa
1902F6002_049, ありがとうございました・・,4.0,oa
1902F6002_050, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F6002_051, それでは「旅行」について話しましょう,4.0,op
1902F6002_052, さいきん旅行には行きましたか？,3.2,qy
1902F6002_053, 旅行はどこに行ったことがありますか？,5.0,qw
1902F6002_054, 楽しそうですね！,4.6,pa
1902F6002_055, 今までいった「旅行」で特におすすめの場所はありますか？,5.2,qy
1902F6002_056, その旅先で何が一番楽しかったですか？,5.8,qw
1902F6002_057, ほかには何か面白いことはありましたか？,5.6,qy
1902F6002_058, その旅先で美味しい食べ物はたべましたか・・,5.2,qy
1902F6002_059, 具体的には教えてもらえますか？,5.8,qw
1902F6002_060, それは、美味しそうですね。,5.0,pa
1902F6002_061, 「温泉」などリフレッシュするためにいきますか？,5.4,qy
1902F6002_062, なるほど、それはリラックスできますね。,4.4,oa
1902F6002_063, 貴重な体験談をありがとうございました。,4.6,oa
1902F6002_064, それでは少し「学校」について話しましょう！,3.8,op
1902F6002_065, 運動会や、学芸会などのイベントで面白かった体験はありますか？,4.2,qy
1902F6002_066, 具体的に教えてもらっていいですか？,5.0,qw
1902F6002_067, それはご活躍されたんですね・・,5.0,oa
1902F6002_068, ほかにエピソードはありますか？,4.4,qy
1902F6002_069, その時、どんなことをしたのですか？,4.8,qw
1902F6002_070, それは楽しい時間でしたね！,5.0,pa
1902F6002_071, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,4.2,qy
1902F6002_072, 具体的にはどういったものですか？,4.8,qw
1902F6002_073, 貴重な体験をされましたね・・,4.6,oa
1902F6002_074, ほかにたいへんだったことはありますか？,3.6,qy
1902F6002_075, なるほど。,4.0,oa
1902F6002_076, 貴重な体験談をありがとうございました・・,4.2,oa
1902F6002_077, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,4.0,qw
1902F6002_078, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,4.8,qw
1902F6002_079, 楽しそうですね！,5.2,pa
1902F6002_080, なるほど、ありがとうございました。,4.0,oa
1902F7001_001, これから本番の収録を開始します。,4.0,oa
1902F7001_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.0,oa
1902F7001_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,qy
1902F7001_004, ここに来るまで迷いませんでしたか・・,4.6,qy
1902F7001_005, 時間はどのくらいかかりましたか？,4.2,qw
1902F7001_006, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,3.8,oa
1902F7001_007, きょうは来ていただいてありがとうございます！,5.0,oa
1902F7001_008, それでは「食べ物」について話しましょう！,4.0,op
1902F7001_009, 甘いものと、からいものどちらがお好きですか？,5.0,qw
1902F7001_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.0,qw
1902F7001_011, なるほど、そうなんですね。,4.2,oa
1902F7001_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,3.4,qy
1902F7001_013, なるほど、普段はどこでスイーツを買いますか？,4.4,qw
1902F7001_014, なるほど、その中でもおすすめのスイーツはありますか？,3.0,qy
1902F7001_015, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,4.2,io
1902F7001_016, からい食べものとはどんな食べものが好きですか？,2.8,qw
1902F7001_017, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,3.8,qy
1902F7001_018, なるほど、そうなんですね。,3.6,oa
1902F7001_019, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902F7001_020, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.8,qw
1902F7001_021, そとで過ごすときはスポーツをしたりしますか・・,4.4,qy
1902F7001_022, もう少し詳しく教えていただいていいですか。,3.8,qw
1902F7001_023, 具体的にはどういったものですか？,4.4,qw
1902F7001_024, なるほど、そうなんですね。,4.0,oa
1902F7001_025, そのほか健康のために、気をつけていることはありますか？,5.4,qy
1902F7001_026, 健康のため、とか、リフレッシュするため、とかですか？,5.2,qy
1902F7001_027, なるほど、そうなんですね。,4.0,oa
1902F7001_028, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.6,qy
1902F7001_029, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,5.0,io
1902F7001_030, オリンピックは今までに見たことはありますか？,3.2,qy
1902F7001_031, すみません。なにか言いかけましたか？,4.2,qy
1902F7001_032, そうですか。そのスポーツはテレビでの観戦はなされるんですか？,4.8,qy
1902F7001_033, 具体的には何ですか？,5.6,qw
1902F7001_034, もう少し詳しく教えていただいていいですか。,5.2,qw
1902F7001_035, なるほど。,4.0,oa
1902F7001_036, ありがとうございます。,4.0,oa
1902F7001_037, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F7001_038, それでは少し「音楽」について話しましょう！,4.0,op
1902F7001_039, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,qw
1902F7001_040, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,3.0,qy
1902F7001_041, カラオケは好きですか？,5.6,qy
1902F7001_042, カラオケでよくなにをうたうのですか？,5.2,qw
1902F7001_043, おすすめの曲はありますか？,3.0,qy
1902F7001_044, とても楽しそうですね。,5.4,pa
1902F7001_045, なるほど、そうなんですね。,4.2,oa
1902F7001_046, 楽器を演奏するのですか？,3.0,qy
1902F7001_047, 楽器を演奏するのですか？,3.2,qy
1902F7001_048, 楽器を演奏するのですか？,1.8,qy
1902F7001_049, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F7001_050, それでは少し「ドラマ」の話をしましょう！,4.0,op
1902F7001_051, さいきんドラマは見ましたか？,3.0,qy
1902F7001_052, さいきんドラマは見ましたか？,3.8,qy
1902F7001_053, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,3.0,qy
1902F7001_054, なるほど、そうなんですね。,3.8,oa
1902F7001_055, 最近見た映画はありますか？,2.8,qy
1902F7001_056, なるほど、そうなんですね。,4.0,oa
1902F7001_057, それでは「旅行」について話しましょう,4.0,op
1902F7001_058, さいきん旅行には行きましたか？,2.8,qy
1902F7001_059, 今までいった「旅行」で特におすすめの場所はありますか？,5.0,qy
1902F7001_060, その旅先で何が一番楽しかったですか？,5.4,qw
1902F7001_061, その旅先で美味しい食べ物はたべましたか・・,3.0,qy
1902F7001_062, なるほど、そうなんですね。,3.8,oa
1902F7001_063, 「温泉」などリフレッシュするためにいきますか？,3.0,qy
1902F7001_064, 「温泉」などリフレッシュするためにいきますか？,1.6,qy
1902F7001_065, そうなんですね。,3.0,oa
1902F7001_066, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,2.4,qy
1902F7001_067, そうなんですね。,3.8,oa
1902F7001_068, ショッピングで「アマゾン」などはよく利用しますか？,2.4,qy
1902F7001_069, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,2.4,qy
1902F7001_070, そうなんですね。,3.6,oa
1902F7001_071, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,1.6,qy
1902F7001_072, 一度ネットワークにつなぐと、あとはラクなようですよ。,2.4,oa
1902F7001_073, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,1.6,io
1902F7001_074, そうなんですね。,3.2,oa
1902F7001_075, ありがとうございました・・,4.0,oa
1902F7001_076, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,5.4,qw
1902F7001_077, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.2,qw
1902F7001_078, なるほど、ありがとうございました。,4.6,oa
1902F7002_001, これから本番の収録を開始します。,4.0,oa
1902F7002_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.0,oa
1902F7002_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,qy
1902F7002_004, ここに来るまで迷いませんでしたか・・,4.6,qy
1902F7002_005, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.0,oa
1902F7002_006, きょうは来ていただいてありがとうございます！,4.6,oa
1902F7002_007, それでは「食べ物」について話しましょう！,4.0,op
1902F7002_008, 甘いものと、からいものどちらがお好きですか？,5.0,qw
1902F7002_009, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.6,qw
1902F7002_010, なるほど、普段はどこでスイーツを買いますか？,5.2,qw
1902F7002_011, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,5.0,qy
1902F7002_012, そうですか。最近はまっている食べ物はありますか・・,3.6,qy
1902F7002_013, そうなんですね。,4.0,oa
1902F7002_014, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,5.8,io
1902F7002_015, おばあちゃんがよく家で出してくれていたと言っていました。,5.2,oa
1902F7002_016, そうなんですね。,4.2,oa
1902F7002_017, お友達とランチに行ったりしますか？,5.8,qy
1902F7002_018, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,5.0,oa
1902F7002_019, どんなところに行きますか？和食ですか洋食ですか？,5.0,qw
1902F7002_020, なるほど、それは美味しそうですね・・,5.2,pa
1902F7002_021, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.2,op
1902F7002_022, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.2,qw
1902F7002_023, そとで過ごすときはスポーツをしたりしますか・・,5.8,qy
1902F7002_024, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？,5.2,qy
1902F7002_025, 健康のため、とか、リフレッシュするため、とかですか？,4.8,qy
1902F7002_026, スポーツをする目的は何ですか？,5.4,qw
1902F7002_027, なるほど、健康的で、ステキですね・・,5.2,pa
1902F7002_028, そのほか健康のために、気をつけていることはありますか？,5.4,qy
1902F7002_029, なるほど。,4.0,oa
1902F7002_030, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,5.2,oa
1902F7002_031, 楽しそうですね！,5.0,pa
1902F7002_032, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,5.0,qy
1902F7002_033, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,4.6,io
1902F7002_034, オリンピックは今までに見たことはありますか？,4.2,qy
1902F7002_035, いいですね。テレビ観戦も楽しそうですね！,4.4,pa
1902F7002_036, 競技はなにをご覧になりますか？,4.8,qw
1902F7002_037, 本当ですか！,3.8,oa
1902F7002_038, 日本で開催されるオリンピックを、見にいく予定はありますか？,3.2,qy
1902F7002_039, なるほど。,3.8,oa
1902F7002_040, そうなんですね。,3.6,oa
1902F7002_041, なにかおすすめのスポーツ観戦はありますか？,6.0,qy
1902F7002_042, そのスポーツのおすすめポイントを教えてください＾＾,6.4,qw
1902F7002_043, 楽しそうですね！,5.2,pa
1902F7002_044, なるほど、面白そうですね，機会があればわたしも見てみたいです！,5.4,pa
1902F7002_045, ありがとうございました・・,4.0,oa
1902F7002_046, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F7002_047, それでは少し「ドラマ」の話をしましょう！,4.0,op
1902F7002_048, さいきんドラマは見ましたか？,5.0,qy
1902F7002_049, そのドラマはどんな内容なんですか？,5.2,qw
1902F7002_050, そのドラマのどういったところが好きなんですか？,6.2,qw
1902F7002_051, なるほど、よくご存じですね・・,4.4,oa
1902F7002_052, 健康番組、とかトーク番組とか見られますか？,3.2,qy
1902F7002_053, なるほど、そうなんですね。,4.0,oa
1902F7002_054, ありがとうございました・・,4.0,oa
1902F7002_055, それでは少し「音楽」について話しましょう！,4.0,op
1902F7002_056, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,6.0,qw
1902F7002_057, 具体的に教えてください？,5.8,qw
1902F7002_058, もう少し詳しく教えていただいていいですか。,6.0,qw
1902F7002_059, 素敵な趣味ですね。,5.0,pa
1902F7002_060, すごいですね！,5.0,pa
1902F7002_061, コンサートとかには行きますか？,3.2,qy
1902F7002_062, コンサートとかには行きますか？,2.8,qy
1902F7002_063, がっきは何を演奏するのですか。,3.8,qw
1902F7002_064, 具体的には何ですか？,4.8,qw
1902F7002_065, もう少し詳しく教えていただいていいですか。,5.6,qw
1902F7002_066, すごいですね！,3.8,pa
1902F7002_067, 素敵な趣味ですね。,4.6,pa
1902F7002_068, ありがとうございました・・,4.2,oa
1902F7002_069, それでは「旅行」について話しましょう,4.0,op
1902F7002_070, さいきん旅行には行きましたか？,6.2,qy
1902F7002_071, 具体的には教えてもらえますか？,6.0,qw
1902F7002_072, その旅先で何が一番楽しかったですか？,6.6,qw
1902F7002_073, なるほど、それは素晴らしい経験ですね。,5.0,pa
1902F7002_074, その旅先で美味しい食べ物はたべましたか・・,6.2,qy
1902F7002_075, それは、美味しそうですね。,5.0,pa
1902F7002_076, ほかには何か面白いことはありましたか？,6.4,qy
1902F7002_077, そうですか、なかなかですね。,4.6,oa
1902F7002_078, なるほど、それは面白そうですね。,5.0,pa
1902F7002_079, 貴重な体験談をありがとうございました。,4.2,oa
1902F7002_080, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,2.8,qy
1902F7002_081, すみません，その質問にはお答えできかねます．,2.4,na
1902F7002_082, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,5.2,qw
1902F7002_083, なるほど。,4.0,oa
1902F7002_084, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.2,qw
1902F7002_085, なるほど、ありがとうございました。,4.8,oa
1902F7003_001, これから本番の収録を開始します。,4.0,oa
1902F7003_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.4,oa
1902F7003_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,5.0,qy
1902F7003_004, ここに来るまで迷いませんでしたか・・,5.0,qy
1902F7003_005, 時間はどのくらいかかりましたか？,5.0,qw
1902F7003_006, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.2,oa
1902F7003_007, きょうは来ていただいてありがとうございます！,4.2,oa
1902F7003_008, それでは「食べ物」について話しましょう！,4.0,op
1902F7003_009, 甘いものと、からいものどちらがお好きですか？,5.4,qw
1902F7003_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.2,qw
1902F7003_011, なるほど、普段はどこでスイーツを買いますか？,5.0,qw
1902F7003_012, なるほど、その中でもおすすめのスイーツはありますか？,6.0,qy
1902F7003_013, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,5.4,io
1902F7003_014, なるほど、よくご存じですね・・,5.6,oa
1902F7003_015, そうですね、わかります。,4.0,oa
1902F7003_016, お友達とランチに行ったりしますか？,5.0,qy
1902F7003_017, どんなところに行きますか？和食ですか洋食ですか？,5.8,qw
1902F7003_018, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,6.0,oa
1902F7003_019, 楽しそうですね！,6.0,pa
1902F7003_020, ありがとうございました・・,3.8,oa
1902F7003_021, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F7003_022, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902F7003_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.6,qw
1902F7003_024, そうなんですね。,5.4,oa
1902F7003_025, 最近スポーツはしましたか？,5.4,qy
1902F7003_026, 健康のため、とか、リフレッシュするため、とかですか？,5.6,qy
1902F7003_027, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,6.0,oa
1902F7003_028, ありがとうございます。,4.0,oa
1902F7003_029, そのほか健康のために、気をつけていることはありますか？,5.8,qy
