name,reaction,lenS,lenU,lendiff,io,na,oa,op,pa,qw,qy,su,label,agent_utterance,dialogue_act,default,はじめに乗り物,はじめの雑談,アニメ・漫画,エスエヌエス,ゲーム,スポーツ,ドラマ,休日の過ごしかた,学校,旅行,映画,最後の質問,本,音楽,食事,lenS_diff,UI3average,UI3average_diff,questionmark,sim1,sim2,sim3
1902F4010_026,1112.0,28.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0, 健康のため、とか、リフレッシュするため、とかですか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.40000000000000036,1,0.048643910216790466,0.5048024451030638,0.3643505846069214
1902F4010_027,940.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8, なるほど、そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,4.8,-1.2000000000000002,0,-0.13372345210964698,0.006898255303290928,-0.00036535099171481857
1902F4010_028,1418.0,29.0,69.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, そのほか健康のために、気をつけていることはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.4,0.6000000000000005,1,-0.05514172208240079,0.32561053043959143,0.2813859898618529
1902F4010_029,1319.0,21.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0, なるほど、健康的で、ステキですね・・,pa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,5.0,-0.40000000000000036,0,0.17724703291545127,-0.059102835771517113,0.4172925553987718
1902F4010_030,503.0,26.0,9.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8, ありがとうございます。参考にさせていただきます。,pa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.8,-0.20000000000000018,0,0.005610771736428456,0.20652135148297135,0.18948038878318754
1902F4010_031,260.0,39.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.8,0.0,1,0.16402553418436,-0.036939861860073774,0.01945875374510226
1902F4010_032,1068.0,60.0,19.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,io,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.6,-0.20000000000000018,0,0.815134867768129,-0.047334650642598126,-0.0328468846660297
1902F4010_033,1355.0,23.0,32.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, オリンピックは今までに見たことはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,5.2,0.6000000000000005,1,0.2605405257314921,0.2981548671990222,-0.007261968123566133
1902F4010_034,1195.0,34.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4, 日本で開催されるオリンピックを、見にいく予定はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.4,-0.7999999999999998,1,0.5809012372509478,0.6030647866597021,0.794452810064255
1902F4010_035,1174.0,32.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4, そうですか。そのスポーツはテレビでの観戦はなされるんですか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.4,0.0,1,0.3865485400809729,0.2098832714858588,0.27282592976661024
1902F4010_036,1071.0,23.0,41.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0, なにかおすすめのスポーツ観戦はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,4.0,-0.40000000000000036,1,0.36792365088899653,0.3759537705001852,0.31599907474609107
1902F4010_037,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,4.0,0.0,0,0.0,0.0,0.0
1902F4010_038,1059.0,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4, そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,-0.6000000000000001,0,0.0,-0.06929327645792285,0.5711767160575425
1902F4010_039,752.0,48.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.8,1.4,1,0.054623497589416155,0.0,0.06666225438962832
1902F4010_040,656.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは少し「本」について話しましょう,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-26.0,4.0,-0.7999999999999998,0,0.314304567758259,0.035402724804272055,0.0
1902F4010_041,368.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, 最近本は読みましたか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.0,5.4,1.4000000000000004,1,0.8491795444758912,0.3122601694396939,0.022366083380373512
1902F4010_042,1128.0,34.0,56.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, よく読むんですか。いいですね。おすすめの作者や本はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,5.6,0.1999999999999993,1,0.5475089089057861,0.6143558870888787,0.3138923011699572
1902F4010_043,1511.0,24.0,31.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, その作者のどういったところが好きなんですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,5.6,0.0,1,0.7191910002322637,0.13955114815716735,0.11153262080373978
1902F4010_044,40.0,24.0,74.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, もう少し詳しく教えていただいていいですか。,qw,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.20000000000000018,0,0.11465546954057095,0.40263010891067685,0.04510236657071928
1902F4010_045,753.0,46.0,13.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,pa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,5.2,-0.5999999999999996,0,0.023454030751014855,0.5927601076884169,0.3252191323773942
1902F4010_046,1501.0,19.0,92.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, 一番好きなシーンなどはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-27.0,5.2,0.0,1,0.10657848301732202,0.2665958530322722,0.3382497668240281
1902F4010_047,1208.0,19.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4, いいですね，とても興味深いです！,pa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,-0.7999999999999998,0,0.2665958530322722,0.023454030751014855,0.9999999999999999
1902F4010_048,1167.0,13.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, ありがとうございました・・,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,-0.40000000000000036,0,0.0,0.0,0.0
1902F4010_049,557.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それではつぎの話題にうつりたいとおもいます。,op,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0,0.0,0.18565440199678165,0.2821394850976203
1902F4010_050,649.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは少し「音楽」について話しましょう！,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0,0.0,0.0,0.0
1902F4010_051,1470.0,38.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,4.4,0.40000000000000036,1,0.0,0.20502267835534255,0.0
1902F4010_052,689.0,33.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,3.0,-1.4000000000000004,1,0.11695186460689598,0.0,0.17066758445032215
1902F4010_053,918.0,11.0,14.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8, カラオケは好きですか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-22.0,2.8,-0.20000000000000018,1,0.25707185434060664,0.19987236595439625,0.0
1902F4010_054,721.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど、そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.2000000000000002,0,0.060673540661162116,0.7677419730052788,-0.04871640139451868
1902F4010_055,1170.0,91.0,23.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,2.8,-1.2000000000000002,1,-0.052653111715683064,0.0909717091855272,0.09139526168489179
1902F4010_056,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.0,3.8,1.0,0,0.0,0.0,0.0
1902F4010_057,933.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4, そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,-0.3999999999999999,0,0.0,-0.052653111715683064,0.9999999999999998
1902F4010_058,632.0,11.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, ありがとうございます。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8,0.3999999999999999,0,0.0,0.0,0.0
1902F4010_059,849.0,42.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.20000000000000018,1,0.0,0.33325503763732756,0.0
1902F4010_060,1112.0,22.0,53.0,-31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 具体的になんのために利用していますか？,qw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,5.2,1.2000000000000002,1,0.4219894994203623,0.0,-0.1517597432999367
1902F4010_061,32.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, なるほど、そういうふうに利用されているのですね。,oa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,-1.0,0,0.36722983939722004,0.411379557945019,0.0
1902F4010_062,355.0,21.0,59.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, おすすめの便利なきのうとかはありますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.2,1.0,1,0.156826615962735,0.22619000194356073,0.05198293331704794
1902F4010_063,1977.0,9.0,48.0,-39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, それはなんですか？,qw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,4.8,-0.40000000000000036,1,0.1284878305802568,0.09486510542621981,0.04661047762983408
1902F4010_064,859.0,23.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0, いいですね．使ってみると面白そうですね！,pa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.20000000000000018,0,-0.007009053386400174,0.13943416584124727,0.13005996008229231
1902F4010_065,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,3.8,-1.2000000000000002,0,0.0,0.0,0.0
1902F4010_066,409.0,26.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4, ショッピングで「アマゾン」などはよく利用しますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.4,-0.3999999999999999,1,0.0,0.006693516050027269,0.006599550995951325
1902F4010_067,2031.0,8.0,15.0,-7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,4.2,0.8000000000000003,0,-0.11337436533081743,0.0,0.05122615401871748
1902F4010_068,712.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど、そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.8,-0.40000000000000036,0,0.9999999999999998,-0.11337436533081743,0.0
1902F4010_069,563.0,13.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, ありがとうございました・・,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.20000000000000018,0,0.0,0.0,0.0
1902F4010_070,394.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それではつぎの話題にうつりたいとおもいます。,op,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0,0.0,0.06353833609118358,0.06353833609118358
1902F4010_071,638.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは「旅行」について話しましょう,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.0,0.0,0,0.0,0.0,0.0
1902F4010_072,1307.0,17.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, さいきん旅行には行きましたか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,1.0,1,0.0,0.0,0.0
1902F4010_073,667.0,32.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6, 今までいった「旅行」で特におすすめの場所はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,4.6,-0.40000000000000036,1,0.0,0.0,0.05791041916661499
1902F4010_074,53.0,24.0,37.0,-13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, もう少し詳しく教えていただいていいですか。,qw,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,5.6,1.0,0,0.1347255473211949,0.0,0.0
1902F4010_075,61.0,24.0,70.0,-46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4, その旅先で何が一番楽しかったですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.8000000000000007,1,0.28829709114033875,0.3407765018300239,0.0
1902F4010_076,1133.0,24.0,30.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0, その旅先で美味しい食べ物はたべましたか・・,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.4000000000000004,0,0.0,0.0,0.0
1902F4010_077,629.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど、そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,4.0,0.0,0,0.0,0.2570876790392133,0.07691849221329623
1902F4010_078,300.0,22.0,24.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4, ほかには何か面白いことはありましたか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.4,-0.6000000000000001,1,0.0245795898457371,0.0,0.48083863842320085
1902F4010_079,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,3.8,0.3999999999999999,0,0.0,0.0,0.0
1902F4010_080,941.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, ありがとうございます。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.20000000000000018,0,0.0,0.0,0.0
1902F4010_081,479.0,25.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4, 「温泉」などリフレッシュするためにいきますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.4,0.40000000000000036,1,0.0,0.0,0.0612963268857336
1902F4010_082,1313.0,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, 旅行に行くときはなにか目的はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.4,1.0,1,0.23746661072895633,0.0,0.0
1902F4010_083,1248.0,19.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8, なるほど、それはリラックスできますね。,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.8,-0.6000000000000005,0,0.2406903353596065,0.4293955232835761,0.0
1902F4010_084,1283.0,24.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, 貴重な体験談をありがとうございました。,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.8,-1.0,0,-0.11185265565594042,-0.08007319780735192,-0.06300824882802511
1902F4010_085,487.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それでは少し「学校」について話しましょう！,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,0.40000000000000036,0,0.0,0.0,0.0
1902F4010_086,1047.0,29.0,42.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, 学生時代、一番楽しかった学年はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.8,0.5999999999999996,1,0.0,0.09753108048573879,0.1297043658456546
1902F4010_087,283.0,18.0,32.0,-14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, その時、どんなことをしたのですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,5.2,0.40000000000000036,1,0.20057735571756255,0.0,-0.028911987340853828
1902F4010_088,673.0,24.0,44.0,-20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, もう少し詳しく教えていただいていいですか。,qw,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4,0.20000000000000018,0,0.09081569037116156,0.21872930943093483,0.0
1902F4010_089,1165.0,26.0,48.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, 学生時代、たいへんだった体験はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.2,-0.20000000000000018,1,0.04963247777139352,0.21647981725165968,0.8795074510384927
1902F4010_090,1850.0,18.0,12.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8, 貴重な体験をされましたね・・,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,4.8,-0.40000000000000036,0,0.05402546231374871,0.08185650931655229,0.0538344625370827
1902F4010_091,3164.0,4.0,9.0,-5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4, すごい！,pa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,3.4,-1.4,0,0.0,0.0,0.0
1902F4010_092,1486.0,34.0,46.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, 今までの体験の中で、そのほか、楽しかったことはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,1.6,1,0.0,-0.03608802392392586,0.45859080374059563
1902F4010_093,1693.0,13.0,83.0,-70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 具体的には何ですか？,qw,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,5.2,0.20000000000000018,1,-0.0625811605884075,0.0,0.11715250173264527
1902F4010_094,624.0,18.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8, 貴重な体験をされましたね・・,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.8,-0.40000000000000036,0,0.11715250173264527,-0.03608802392392586,0.0
1902F4010_095,911.0,13.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4, ありがとうございました・・,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.4,-0.39999999999999947,0,0.0,0.0,0.0
1902F4010_096,1071.0,65.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,5.2,0.7999999999999998,1,0.0,0.04906049413928524,0.18260999206237608
1902F4010_097,1172.0,37.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-28.0,5.2,0.0,1,0.2249393309899268,0.0,0.0397290159235381
1902F4010_098,723.0,17.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4, なるほど、ありがとうございました。,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-20.0,4.4,-0.7999999999999998,0,0.0,0.0,0.0
